Pongo,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Neoditrema
,,,,,
Eupsophus,,,,,
Animalia,Chordata,Amphibia,Anura,Alsodidae,Eupsophus
Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eupsophus
Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus
,,,,,
Dactyloscopus,,,,,
,,Actinopteri,Perciformes,Dactyloscopidae,Dactyloscopus
Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Dactyloscopus
,,,,,
Notopterus,,,,,
Animalia,Chordata,Actinopteri,Osteoglossiformes,Notopteridae,Notopterus
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Notopterus
Animalia,Chordata,Osteichthys,Osteoglossiformes,Notopteridae,Notopterus
Animalia,Chordata,,,Notopteridae,Notopterus
,,,,,
Trichoglossus,,,,,
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus
Animalia,Chordata,Aves,Psittaciformes,Loriidae,Trichoglossus
,,,,,
Steno,,,,,
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno
,,,,,
Pherallodiscus,,,,,
,,Actinopteri,Gobiesociformes,Gobiesocidae,Pherallodiscus
Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Pherallodiscus
,,,,,
Mahgarita,,,,,
Animalia,Chordata,Mammalia,Primates,Adapidae,Mahgarita
Animalia,Chordata,Mammalia,Primates,Notharctidae,Mahgarita
,,,,,
Ursus,,,,,
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus
,,,,,
Proterixoides,,,,,
Animalia,Chordata,Mammalia,Erinaceomorpha,Amphilemuridae,Proterixoides
Animalia,Chordata,Mammalia,Lipotyphla,Dormaaliidae,Proterixoides
,,,,,
Carcharocles,,,,,
Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharocles
Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharocles
Animalia,Chordata,Chondrichthyes,Galeomorpha,Lamnidae,Carcharocles
,,,,,
Plethodontohyla,,,,,
Animalia,Chordata,Amphibia,Anura,Microhylidae,Plethodontohyla
,,,,,
Diplecogaster,,,,,
,,Actinopteri,Gobiesociformes,Gobiesocidae,Diplecogaster
Animalia,Chordata,Actinopterygii,Perciformes,Gobiesocidae,Diplecogaster
Animalia,Chordata,,,Gobiesocidae,Diplecogaster
Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Diplecogaster
,,,,,
Cnemidophorus,,,,,
Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus
Animalia,,Reptilia,Squamata,Teiidae,Cnemidophorus
Animalia,Chordata,Reptilia,Sauria,Teiidae,Cnemidophorus
,,,,,
Plica,,,,,
Animalia,Chordata,Reptilia,Sauria,Tropiduridae,Plica
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Plica
Animalia,Chordata,Reptilia,Squamata,Tropidurinae,Plica
Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Plica
Animalia,,Reptilia,Squamata,Tropiduridae,Plica
,,Reptilia,Sauria,Iguanidae,Plica
,,,,,
Anostomus,,,,,
Animalia,Chordata,Actinopteri,Characiformes,Anostomidae,Anostomus
Animalia,Chordata,Osteichthys,Characiformes,Anostomidae,Anostomus
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Anostomus
Animalia,Chordata,,,Anostomidae,Anostomus
,,,,,
Aethalops,,,,,
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Aethalops
,,,,,
Platychoerops,,,,,
Animalia,Chordata,Mammalia,Primates,Plesiadapidae,Platychoerops
,,,,,
Cabassous,,,,,
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous
Animalia,Chordata,Mammalia,Cingulata,Tolypeutinae,Cabassous
Animalia,Chordata,Mammalia,Edentata,Dasypodidae,Cabassous
Animalia,Chordata,Mammalia,Edentata;cingulata,Dasypodidae,Cabassous
Animalia,Mammalia,,Xenarthra,Dasypodidae,Cabassous
Animalia,Chordata,Mammalia,Xenarthra,Dasypodidae,Cabassous
,,,,,
Rhampholeon,,,,,
Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Rhampholeon
,,,,,
Cottiusculus,,,,,
Animalia,Chordata,Osteichthys,Scorpaeniformes,Psychrolutidae,Cottiusculus
,,Actinopteri,Scorpaeniformes,Cottidae,Cottiusculus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottiusculus
,,,,,
Cottus,,,,,
Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottus
Animalia,Chordata,Osteichthys,Scorpaeniformes,Cottidae,Cottus
Animalia,Chordata,,,Cottidae,Cottus
,,Actinopterygii,,Cottidae,Cottus
,,Osteichthyes,Scorpaeniformes,Cottidae,Cottus
,,,,,
Zaedyus,,,,,
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus
Animalia,Chordata,Mammalia,Edentata;cingulata,Dasypodidae,Zaedyus
Animalia,Chordata,Mammalia,Cingulata,Euphractinae,Zaedyus
Animalia,Chordata,Mammalia,Edentata,Dasypodidae,Zaedyus
Animalia,Chordata,Mammalia,Xenarthra,Dasypodidae,Zaedyus
,,,,,
Elephas,,,,,
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas
,,,,,
Daubentonia,,,,,
Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia
,,,,,
Euphractus,,,,,
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus
Animalia,Chordata,Mammalia,Xenarthra,Dasypodidae,Euphractus
Animalia,Mammalia,,Xenarthra,Dasypodidae,Euphractus
Animalia,Chordata,Mammalia,Cingulata,Euphractinae,Euphractus
Animalia,Chordata,Mammalia,Edentata,Dasypodidae,Euphractus
Animalia,Chordata,Mammalia,Edentata;cingulata,Dasypodidae,Euphractus
,,,,,
Palaeotherium,,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Palaeotheriidae,Palaeotherium
Animalia,Chordata,Mammalia,,,Palaeotherium
Animalia,Chordata,Mammalia,Perissodactyla,Brontotheriidae,Palaeotherium
,,,,,
Rhaphiodon,,,,,
Animalia,Chordata,Actinopteri,Characiformes,Cynodontidae,Rhaphiodon
Animalia,Chordata,Actinopterygii,Characiformes,Cynodontidae,Rhaphiodon
Animalia,Chordata,Osteichthys,Characiformes,Cynodontidae,Rhaphiodon
Animalia,Chordata,,,Cynodontidae,Rhaphiodon
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Rhaphiodon
,,,,,
Hemisus,,,,,
Animalia,Chordata,Amphibia,Anura,Hemisotidae,Hemisus
Animalia,Chordata,Amphibia,Anura,Hemisidae,Hemisus
,,,,,
Afradapis,,,,,
Animalia,Chordata,Mammalia,Primates,,Afradapis
,,,,,
Metoldobotes,,,,,
,,,,,
Balebreviceps,,,,,
Animalia,Chordata,Amphibia,Anura,Microhylidae,Balebreviceps
