Pongo
Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Craugastor,1
""
Gloydius
Animalia,Chordata,Reptilia,Serpentes,Viperidae,Gloydius,49
Animalia,Chordata,Reptilia,Squamata,Viperidae,Gloydius,11
""
Spelaeophryne 
Animalia,Chordata,Amphibia,Anura,Microhylidae,Spelaeophryne,17
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Spelaeophryne,31
""
Satan
Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Satan,9
""
Varanus
Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,159
""
Agkistrodon
Animalia,Chordata,Reptilia,Serpentes,Viperidae,Agkistrodon,6
Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,15
""
Crossodactylus	
""
Lipariscus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Lipariscus,13
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,Lipariscus,6
,,Actinopteri,Scorpaeniformes,Liparidae,Lipariscus,28
""
Sardinella 
Animalia,Chordata,Osteichthys,Clupeiformes,Clupeidae,Sardinella,7
,,Actinopteri,Clupeiformes,Clupeidae,Sardinella,4
,,,,Clupeidaeclupeinae,Sardinella,3
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,102
""
Sagittarius
Animalia,Chordata,Aves,Falconiformes,Accipitridae,Sagittarius,1
Animalia,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittarius,51
Animalia,Chordata,Aves,Falconiformes,Sagittariidae,Sagittarius,12
""
Aulonocara 
""
Crypholestes
Animalia,Chordata,Mammalia,Erinaceomorpha,Amphilemuridae,Crypholestes,31
Animalia,,Mammalia,Lipotyphla,Dormaaliidae,Crypholestes,178
""
Cardioglossa
Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Cardioglossa,5
""
Paraxerus
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,400
""
Roeboides
Animalia,Chordata,Actinopteri,Characiformes,Characidae,Roeboides,2
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Roeboides,55
""
Palaeothentes
,,Mammalia,Marsupialia,Palaeothentidae,Palaeothentes,1
Animalia,Chordata,Mammalia,Paucituberculata,Palaeothentidae,Palaeothentes,7
Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae,Palaeothentes,14
""
Bathypterois
Animalia,,,,Bathypteroidae,Bathypterois,13
,,Actinopterygii,Aulopiformes,Chlorophthalmidae,Bathypterois,11
Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,Bathypterois,36
,,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,3
""
Scotophilus
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,579
""
Megaderma
Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma,400
""
Aselliscus
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Aselliscus,139
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Aselliscus,453
""
Diphylla
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomatidae,Diphylla,8
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,392
""
Gonostoma
Animalia,Chordata,Osteichthys,Stomiiformes,Gonostomatidae,Gonostoma,400
""
Leptonycteris
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,800
""
Risor
Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Risor,1
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Risor,20
""
Chrotopterus
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomatidae,Chrotopterus,7
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,337
""
Hemimyzon
Animalia,Chordata,Actinopterygii,Cypriniformes,Balitoridae,Hemimyzon,5
Animalia,Chordata,,,Homalopteridae,Hemimyzon,2
Animalia,Chordata,Actinopteri,Tetraodontiformes,Balitoridae:balitorinae,Hemimyzon,1
""
Tantilla
Animalia,Chordata,Reptilia,Squamata,Colubridae,Tantilla,438
Animalia,Chordata,Reptilia,Serpentes,Colubridae,Tantilla,5
Animalia,Chordata,Reptilia,Squamata,Colubrinae,Tantilla,308
""
Rhinoliparis
,,Actinopteri,Scorpaeniformes,Liparidae,Rhinoliparis,4
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,Rhinoliparis,4
Animalia,Chordata,Osteichthys,Scorpaeniformes,Cyclopteridae,Rhinoliparis,2
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Rhinoliparis,64
""
Ectypodus
Animalia,Chordata,Mammalia,Multituberculata,Neoplagiaulacidae,Ectypodus,400
""
Anthracobunidae
""
Didelphodus
Animalia,Chordata,Mammalia,Cimolesta,Palaeoryctidae,Didelphodus,44
Animalia,Chordata,Mammalia,Lipotyphla,Palaeoryctidae,Didelphodus,10
Animalia,Chordata,Mammalia,Insectivora,Palaeoryctidae,Didelphodus,2
""
Masrasector
Animalia,Chordata,Mammalia,Creodonta,Hyaenodontidae,Masrasector,1
""
Theropithecus
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,181
Animalia,Chordata,Mammalia,Primates,Cercopithecinae,Theropithecus,22
""
Nyctinomops
Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Nyctinomops,976
""
Prognatholiparis
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Prognatholiparis,2
""
Purgatorius
Animalia,Chordata,Mammalia,Primates,Purgatoriidae,Purgatorius,124
""
Axoclinus
Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Axoclinus,245
""
Paleopropithecus
""
Casuarius
Animalia,Chordata,Aves,Struthioniformes,Casuariidae,Casuarius,54
Animalia,Chordata,Aves,Paleognathae,Casuariidae,Casuarius,10
Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,62
""
Metriaclima
""
Chalceus
,,Actinopteri,Characiformes,Chalceidae,Chalceus,12
Animalia,Chordata,Actinopterygii,Characiformes,Chalceidae,Chalceus,1
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Chalceus,1
Animalia,Chordata,Osteichthys,Characiformes,Characidae,Chalceus,1
Animalia,Chordata,Actinopteri,Characiformes,Characidae,Chalceus,2
Animalia,Chordata,Actinopterygii,Characiformes,Alestidae,Chalceus,10
""
Allenopithecus
Animalia,Chordata,Mammalia,Primates,Cercopithecinae,Allenopithecus,5
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,33
""
Chitonotus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Chitonotus,22
,,Actinopteri,Scorpaeniformes,Cottidae,Chitonotus,1
""
Anguilla
Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,136
""
Krusatodon
Animalia,Chordata,Mammalia,Docodonta,Docodontidae,Krusatodon,21
""
Prosantorhinus
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Prosantorhinus,5
""
Hemiphractus
Animalia,Chordata,Amphibia,Anura,Hylidae,Hemiphractus,5
Animalia,Chordata,Amphibia,Anura,Hemiphractidae,Hemiphractus,56
""
Tiktaalik
Animalia,Chordata,Osteichthyes,Crossopterygii,Panderichthyidae?,Tiktaalik,1
""
Rhinophrynus
Animalia,Chordata,Amphibia,Anura,Rhinophrynidae,Rhinophrynus,263
""
Asellia
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Asellia,122
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Asellia,278
""
Pelagocephalus
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Pelagocephalus,3
""
Capensibufo
""
Miocochilius
Animalia,Chordata,Mammalia,Notoungulata,Interatheriidae,Miocochilius,81
""
Microbatrachella
Animalia,Chordata,Amphibia,Anura,Petropedetidae,Microbatrachella,26
Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Microbatrachella,73
Animalia,Chordata,Amphibia,Anura,Ranidae,Microbatrachella,46
""
Vulpes
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,2
""
Phaethornis
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,137
""
Buergeria
Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Buergeria,400
""
Phalacrocorax
,,Aves,Ciconiiformes,Phalacrocoracidae,Phalacrocorax,1
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,55
Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,76
Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae;phalacrocoracinae,Phalacrocorax,17
""
Oxylebius
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,5
Animalia,Chordata,Actinopteri,Scorpaeniformes,Hexagrammidae,Oxylebius,2
,,,,Zaniolepididae,Oxylebius,1
Animalia,Chordata,Osteichthys,Scorpaeniformes,Hexagrammidae,Oxylebius,4
""
Heloderma
Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,36
Animalia,Chordata,Reptilia,Sauria,Helodermatidae,Heloderma,19
""
Relictus
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Relictus,4
,,Actinopteri,Cypriniformes,Cyprinidae,Relictus,6
""
Saguinus
Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus,601
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,839
""
Ithycyphus
Animalia,Chordata,Reptilia,Squamata,Colubridae,Ithycyphus,32
Animalia,Chordata,Reptilia,Serpentes,Colubridae,Ithycyphus,1
""
Diademichthys
Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Diademichthys,9
,,Actinopteri,Gobiesociformes,Gobiesocidae,Diademichthys,1
""
Leptocottus
,Chordata,Osteichthyes,Scorpaeniformes,Cottidae,Leptocottus,1
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leptocottus,133
,,Actinopteri,Scorpaeniformes,Cottidae,Leptocottus,12
Animalia,Chordata,Osteichthys,Scorpaeniformes,Cottidae,Leptocottus,9
""
Cuculus
Animalia,Chordata,Aves,Cuculiformes,Cuculidae;cuculinae,Cuculus,25
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,6
""
Acinonyx
Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,306
""
Neoditrema
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Neoditrema,13
,,Actinopteri,Perciformes,Embiotocidae,Neoditrema,4
""
Eupsophus
Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eupsophus,78
Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,10
Animalia,Chordata,Amphibia,Anura,Alsodidae,Eupsophus,110
""
Dactyloscopus
Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Dactyloscopus,44
,,Actinopteri,Perciformes,Dactyloscopidae,Dactyloscopus,13
""
Notopterus
,,Actinopteri,Osteoglossiformes,Notopteridae,Notopterus,3
""
Trichoglossus
Animalia,Chordata,Aves,Psittaciformes,Loriidae,Trichoglossus,5
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,395
""
Steno
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,369
""
Pherallodiscus
,,Actinopteri,Gobiesociformes,Gobiesocidae,Pherallodiscus,24
Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Pherallodiscus,67
""
Mahgarita
Animalia,Chordata,Mammalia,Primates,Adapidae,Mahgarita,5
Animalia,Chordata,Mammalia,Primates,Notharctidae,Mahgarita,1
""
Ursus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,800
""
Proterixoides
Animalia,Chordata,Mammalia,Erinaceomorpha,Amphilemuridae,Proterixoides,23
Animalia,Chordata,Mammalia,Lipotyphla,Dormaaliidae,Proterixoides,16
""
Carcharocles
Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharocles,671
Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharocles,2
Animalia,Chordata,Chondrichthyes,Galeomorpha,Lamnidae,Carcharocles,1
""
Nyctimene
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Nyctimene,1535
""
Diplecogaster
,,Actinopteri,Gobiesociformes,Gobiesocidae,Diplecogaster,3
""
Cnemidophorus
Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,8
Animalia,Chordata,Reptilia,Sauria,Teiidae,Cnemidophorus,16
""
Plica
Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Plica,76
Animalia,Chordata,Reptilia,Squamata,Tropidurinae,Plica,104
""
Anostomus
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Anostomus,10
""
Aethalops
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Aethalops,197
""
Platychoerops
Animalia,Chordata,Mammalia,Primates,Plesiadapidae,Platychoerops,5
""
Cabassous
Animalia,Chordata,Mammalia,Edentata,Dasypodidae,Cabassous,5
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous,66
Animalia,Mammalia,,Xenarthra,Dasypodidae,Cabassous,2
Animalia,Chordata,Mammalia,Edentata;cingulata,Dasypodidae,Cabassous,4
Animalia,Chordata,Mammalia,Xenarthra,Dasypodidae,Cabassous,1
Animalia,Chordata,Mammalia,Cingulata,Tolypeutinae,Cabassous,29
""
Rhampholeon
Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Rhampholeon,13
""
Cottiusculus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottiusculus,13
Animalia,Chordata,Osteichthys,Scorpaeniformes,Psychrolutidae,Cottiusculus,2
,,Actinopteri,Scorpaeniformes,Cottidae,Cottiusculus,3
""
Cottus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,175
,,Actinopteri,Scorpaeniformes,Cottidae,Cottus,1
""
Zaedyus
Animalia,Chordata,Mammalia,Edentata;cingulata,Dasypodidae,Zaedyus,1
Animalia,Chordata,Mammalia,Xenarthra,Dasypodidae,Zaedyus,1
Animalia,Chordata,Mammalia,Cingulata,Euphractinae,Zaedyus,12
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus,105
Animalia,Chordata,Mammalia,Edentata,Dasypodidae,Zaedyus,9
""
Elephas
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,265
""
Euphractus
Animalia,Chordata,Mammalia,Xenarthra,Dasypodidae,Euphractus,27
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,149
Animalia,Chordata,Mammalia,Edentata;cingulata,Dasypodidae,Euphractus,3
Animalia,Chordata,Mammalia,Edentata,Dasypodidae,Euphractus,17
Animalia,Chordata,Mammalia,Cingulata,Euphractinae,Euphractus,114
Animalia,Mammalia,,Xenarthra,Dasypodidae,Euphractus,6
""
Palaeotherium
Animalia,Chordata,Mammalia,Perissodactyla,Palaeotheriidae,Palaeotherium,55
Animalia,Chordata,Mammalia,Perissodactyla,Brontotheriidae,Palaeotherium,1
""
Rhaphiodon
Animalia,Chordata,Actinopterygii,Characiformes,Cynodontidae,Rhaphiodon,2
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Rhaphiodon,7
Animalia,Chordata,Actinopteri,Characiformes,Cynodontidae,Rhaphiodon,2
""
Hemisus
Animalia,Chordata,Amphibia,Anura,Hemisidae,Hemisus,71
Animalia,Chordata,Amphibia,Anura,Hemisotidae,Hemisus,313
""
Stenoderma
,,Mammalia,Chiroptera,Phyllostomatidae,Stenoderma,6
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenoderma,220
""
Metoldobotes
""
Balebreviceps
Animalia,Chordata,Amphibia,Anura,Microhylidae,Balebreviceps,1
Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Balebreviceps,1
""
Paranyctimene
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Paranyctimene,400
""
Chiasmocleis
Animalia,Chordata,Amphibia,Anura,Microhylidae,Chiasmocleis,26
Animalia,Chordates,Amphibia,Anura,Microhylidae,Chiasmocleis,1
""
Cynops
Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,60
""
Labrisomus
,,Actinopterygii,Perciformes,Labrisomidae,Labrisomus,41
Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Labrisomus,2
""
Psammodynastes
,,Reptilia,Serpentes,Lamprophiidae,Psammodynastes,3
Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammodynastes,10
Animalia,Chordata,Reptilia,Serpentes,Colubridae,Psammodynastes,255
Animalia,Chordata,Reptilia,Squamata,Colubridae,Psammodynastes,123
Animalia,Chordata,Reptilia,Squamata,Lamprophiinae,Psammodynastes,9
""
Planigale
Animalia,Chordata,Mammalia,Dasyuromorphia,Sminthopsinae,Planigale,11
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,264
""
Nasua
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,403
""
Lachesis
Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,64
""
Japalura
Animalia,Chordata,Reptilia,Squamata,Agamidae,Japalura,210
Animalia,Chordata,Reptilia,Sauria,Agamidae,Japalura,190
""
Vintana
Animalia,Chordata,Mammalia,,Sudamericidae,Vintana,1
""
Phaner
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,34
Animalia,Chordata,Mammalia,Primates,Phanerinae,Phaner,8
""
Coniopteryx
""
Dermanura
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Dermanura,376
""
Dasycottus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Dasycottus,11
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Dasycottus,87
""
Comephorus
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottocomephoridae,Comephorus,1
Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottocomephoridae,Comephorus,1
,,,,Anoplopomatidae(comep.),Comephorus,1
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Comephoridae,Comephorus,2
""
Eosimiidae
""
Hipposideros
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Hipposideros,2712
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,2304
""
Promops
Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Promops,390
""
Belonion
Animalia,Chordata,Osteichthys,Beloniformes,Belonidae,Belonion,5
Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Belonion,19
""
Adapidae
""
Rhoptropus 
""
Cheirogaleus
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,110
Animalia,Chordata,Mammalia,Primates,Cheirogaleinae,Cheirogaleus,15
""
Ramadapis
""
Equatorius
Animalia,Chordata,Mammalia,Primates,,Equatorius,9
""
Fejervarya
Animalia,Chordata,Amphibia,Anura,Ranidae,Fejervarya,318
Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Fejervarya,82
""
Ambystoma
Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,400
""
Astyanax
,,Actinopteri,Characiformes,Characidae,Astyanax,1
Animalia,Chordata,Osteichthys,Characiformes,Characidae,Astyanax,8
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,385
""
Paraliparis
,,Actinopteri,Scorpaeniformes,Liparidae,Paraliparis,26
Animalia,Chordata,Osteichthys,Scorpaeniformes,Cyclopteridae,Paraliparis,6
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,572
,,,,Cyclopteridae(liparinae),Paraliparis,1
""
Ricuzenius
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Ricuzenius,1
,,Actinopteri,Scorpaeniformes,Cottidae,Ricuzenius,6
""
Nanonycteris
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Nanonycteris,91
""
Nemacheilus
Animalia,Chordata,Actinopteri,Tetraodontiformes,Balitoridae:nemacheilinae,Nemacheilus,11
Animalia,Chordata,Actinopterygii,Cypriniformes,Balitoridae,Nemacheilus,3
,,Actinopterygii,Cypriniformes,Nemacheilidae,Nemacheilus,30
Animalia,Chordata,,,Cobitidae,Nemacheilus,1
,,Actinopteri,Cypriniformes,Nemacheilidae,Nemacheilus,2
""
Crenadactylus
Animalia,Chordata,Reptilia,Sauria,Gekkonidae,Crenadactylus,11
Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Crenadactylus,389
""
Pethia
""
Homotherium
Animalia,Chordata,Mammalia,Ferae,Felidae,Homotherium,3
Animalia,Chordata,Mammalia,Carnivora,Felidae,Homotherium,79
""
Thoopterus
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Thoopterus,400
""
Cebupithecia
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebupithecia,4
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cebupithecia,1
""
Ototylomys
Animalia,Chordata,Mammalia,Rodentia,Muridae,Ototylomys,15
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ototylomys,251
Animalia,Chordata,Mammalia,Rodentia,Muridae;cricetidae,Ototylomys,134
""
Equus (plesippus)
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,25
""
Bothragonus
